Movie Name,Rating,Rating Count
Serious Men,6.8,8024
The Binding,4.8,4507
Turkish Dance School,5.6,2550
Vampires vs. the Bronx,5.7,10787
You've Got This,5.8,1430
All Because of You,4,243
An Ordinary Man,5.7,3407
Carlos Almaraz: Playing with Fire,7.7,75
Cold Harbour,5.1,230
Evil,6.6,115442
Food Wars!: Shokugeki no Soma,8.1,11565
Free State of Jones,6.9,60602
"Good Morning, Verônica",7.5,5392
Hunt for the Wilderpeople,7.8,137472
I'm Leaving Now,6.6,124
Journey of an African Colony,5.1,197
Rize,7.1,3320
Secreto bien guardado,6.3,246
Sword Art Online,7.3,8737
The American Game,6.5,11
The Book of Sun,7.9,10584
The Outpost,6.8,38267
The Parkers,6.2,127303
We Have Always Lived in the Castle,5.6,8859
You Cannot Hide,6.5,1245
American Murder: The Family Next Door,7.2,31228
Baxu and the Giants,7,76
Black Butler,6.1,1842
Man with a Plan,8,145
Poacher,6.3,102
Wentworth,5.5,1291
Bully,6.9,39854
Michelle Buteau: Welcome to Buteaupia,7,695
Welcome to Sudden Death,4.3,2332
Ankhon Dekhi,7.9,12223
Dedh Ishqiya,7,7420
Golmaal Returns,5.2,8669
Ishq Vishk,6.1,4454
Ishqiya,7.3,10765
Jab We Met,7.9,56666
Mann,6.1,5748
Manorama Six Feet Under,7.5,8562
Welcome,6.9,406085
"Whose Vote Counts, Explained",7.3,1282
Van Helsing,6,278330
The Good Place,5.9,29
Time Out,5.7,4418
A Perfect Crime,6.2,47
Mighty Little Bheem,5,23
My Mother's Wound,7.3,4057
The School Nurse Files,7,7
Zulu Man in Japan,6,7
Real Steel,7.1,346711
Enola Holmes,6.6,209917
Kiss the Ground,8.2,7370
The Playbook,6.2,2139
DTC Yukemuri Junjo Hen From High & Low,7.1,90
High & Low The Movie,7.4,186607
High & Low The Movie 2 / End of Sky,7.4,186607
High & Low The Movie 3 / Final Mission,7.4,186607
High & Low The Red Rain,7.4,186607
High & Low The Worst,7.4,186607
Road To High & Low,6.4,272
The Blue Elephant 2,8,10723
Bhaji In Problem,7.1,1089
Black,8,801042
Fukrey Boyzzz,8.2,18
Dolly Kitty Aur Woh Chamakte Sitare,5.2,7799
Ratched,6.3,36570
The American Barbecue Showdown,7.2,1668
Whipped,4.4,4295
Anaamika,5.5,304
Dragon's Dogma,7.7,647
GIMS: On the Record,6.9,224
Horrid Henry's Gross Day Out,5.6,53
Nee Enge En Anbe,5.5,304
Residue,5.3,2332
The Last Word,6.6,8682
Baby,7.6,583211
Dr Jason Leong Hashtag Blessed,7,237
Signs,6.8,377915
Sing On!,7.1,183455
The Devil All The Time,7.1,146572
The Paramedic,5.7,14038
The Take,6.3,49428
Call the Midwife,8.6,29558
Hope Frozen: A Quest to Live Twice,6.6,617
Michael McIntyre: Showman,7.5,725
Raising Victor Vargas,7.2,5658
Taco Chronicles,5.2,3194
The Smurfs 2,5.3,44795
Wish Upon a Unicorn,5.4,232
Lara and the Beat,5.6,152
Buddi,7.5,770
Dad Wanted,5.8,1159
Family Business,5.7,13472
Girlfriends,7.2,2935
How to Train Your Dragon 2,7.8,353895
Pets United,3.7,3053
The Barrier,6.7,2224
The Duchess,6.9,86088
Aapla Manus,7,1071
Ani... Dr. Kashinath Ghanekar,8.4,1220
Bhai: Vyakti Ki Valli - Poorvardha,7.9,555
Bhai: Vyakti Ki Valli - Uttarardh,7.9,555
Cycle,8.1,613
Dhh,7.7,463
Julie and the Phantoms,8.4,11322
Kaagar,6.1,71
Night of Knots,5.4,1385
PhotoCopy,7.5,1451
Poshter Girl,6.7,352
Satria Heroes: Revenge of the Darkness,5,84
Son Of Adam,4.7,654
The Babysitter: Killer Queen,5.8,47861
Cargo,6.3,46709
Cuties,3.6,32209
Get Organized with The Home Edit,5.5,1746
The Social Dilemma,7.6,87340
Record of Youth,6.8,126
My Octopus Teacher,8.1,60455
Toll Booth,8.2,30
Transformers: Cyberverse,6.9,448
Cleverman,5.6,14
Villain,5.9,3824
Away,7.4,9621
I'm Thinking of Ending Things,6.6,95789
Kandasamys: The Wedding,6,256
Spirit Riding Free: Riding Academy,5.5,4400
The Lost Okoroshi,5.8,202
You're My Boss,6.3,321
Afonso Padilha: Classless,6.9,252
Ave Maryam,6.9,540
"Love, Guaranteed",5.6,18567
Young Wallander,6.9,12942
Freaks – You're One of Us,5.4,6617
Hotel for Dogs,5.5,24566
Sky Tour: The Movie,6,1048
The Witcher: A Look Inside the Episodes,8.8,30
Adrift,6.6,60105
Always Be My Maybe,6.8,60868
Barbie Princess Adventure,5.5,639
Blue Exorcist,7.1,2401
Borgen,6.1,3359
Erased,6,32166
Fate/Grand Order -First Order-,6.2,343
Felipe Esparza: Bad Decisions,5.4,193
H,6.8,24075
Heidi,7.4,6753
Puss in Boots,7.8,155859
Sex Drive,6.5,90458
"Sister, Sister",6.5,105331
Soldier,6,58643
"Take the Ball, Pass the Ball",7.9,3409
The Match,6.2,2139
The Promised Neverland,5.5,784
Thomas and Friends,5.2,336
True: Friendship Day,6.8,203
Maniyarayile Ashokan,4.7,1338
The Debt Collector 2,5.9,8607
All Together Now,6.5,4908
I AM A KILLER: RELEASED,6.2,15379
Masaba Masaba,6.7,5963
Santana,3.9,1037
Unknown Origins,6.1,7474
Aggretsuko,8,7182
Edge of Seventeen,6.8,7024
The Bridge Curse,5.5,10520
The Young Messiah,5.7,3798
Her Mother's Killer,7.8,350
Lingua Franca,6.6,858
Making The Witcher,6.8,526
Million Dollar Beach House,4.2,878
Rising Phoenix,8.1,1800
Emily's Wonder Lab,8.8,226
Septembers of Shiraz,6.2,5675
Ojos in d' House,6.1,234
Class of '83,5.8,5835
Dark Forces,2.7,687
Hoops,5.7,27
Rust Valley Restorers,7.7,3257
The Sleepover,5.7,11593
Goedam,6,3440
John Was Trying to Contact Aliens,6.4,1659
Scarecrow,7.2,18704
The Crimes That Bind,6.7,4356
DeMarcus Family Rules,5.3,120
High Score,5.8,71
Little Singham: Kaal Ka Badla,7.5,46
Drunk Parents,4,7672
Meet the In-Laws,5.6,152
Crazy Awesome Teachers,6.2,505
Glitch Techs,7.7,1695
Islands of Faith,7.2,128
Seventh Son,5.5,79566
Stranger,6.6,23856
Rita,6.6,4562
What's Your Raashee?,4.8,2834
3%,7.1,22770
Beyond the Boundary: ICC Women's T20 World Cup Australia 2020,6.8,11
Fearless,7.6,77878
Nigerian Prince,5.9,455
Octonauts & the Caves of Sac Actun,6.5,168
Project Power,6,94999
Teenage Bounty Hunters,7.7,13606
The Great Heist,8.2,13
The Legend of Korra,4.6,88
Zoids Wild,7.8,43
An Easy Girl,5.6,5908
Christine,6.7,89018
Simon Killer,6.3,4920
(Un)Well,6.4,1181
Gunjan Saxena: The Kargil Girl,5.5,35316
Mr. Peabody & Sherman,6.8,75635
"Rob Schneider: Asian Momma, Mexican Kids",5.5,867
GAME ON: A Comedy Crossover Event,5.5,264
Terrace House: Tokyo 2019-2020,7.4,777
The Lost Husband,6.1,5407
Diamonds in the Sky,5.7,8
The Governor,7.3,4886
"Berlin, Berlin: Lolle on the Run",3.8,567
High Seas,5.3,456
Selling Sunset,6.6,7526
Sing On! Germany,7.8,24
Stars in the Sky: A Hunting Story,7.2,394
The Magic School Bus Rides Again Kids In Space,6.3,98
Tiny Creatures,7.3,66363
Wizards: Tales of Arcadia,8.4,18309
Word Party Songs,7.8,125
Work It,6.2,15004
Ever After High,7.7,1470
Nasha Natasha,6.4,335
The Rain,7.5,35867
Anelka: Misunderstood,6.4,3423
Sin City,8,784782
World's Most Wanted,7.1,2835
Malibu Rescue: The Next Wave,4.9,961
Immigration Nation,7.6,1196
Almost Love,5.8,1234
Killing Hasselhoff,4.5,2838
Moesha,7.2,134151
My Perfect Landing,6.3,10
Nagi-Asu: A Lull in the Sea,7.4,1340
Rogue Warfare: The Hunt,3.2,642
Super Monsters: The New Class,4.4,307
The Next Step,5.9,79
The Ottoman Lieutenant,6.4,26455
Toradora!,7.1,315
Transformers Rescue Bots Academy,7.4,14
Tumi or not Tumi,3.9,91
What Keeps You Alive,5.7,9310
Latte and the Magic Waterstone,5.6,1107
Raat Akeli Hai,7.2,19205
Seriously Single,4.6,1330
Sugar High,8,42
Sugar Rush,5.2,124
Transformers: War For Cybertron Trilogy,7.3,4036
Uma Maheswara Ugra Roopasya,7.6,1768
Unlucky Ploy,6.1,141
It's Her Day,6.3,12
Redemption,6.2,75228
Shine Your Eyes,6.5,439
The Hater,7.1,17028
The Speed Cubers,7.4,4080
Banana Split,6.2,3712
Shameless (U.S.),5.2,1530
Door Ke Darshan,6.1,4382
Double World,6.1,4608
Project Marathwada,6.5,95
Animal Crackers,5.8,3828
Dragons: Rescue Riders: Secrets of the Songwing,5.1,220
Nimbe,6.2,63
Offering to the Storm,6.2,7242
Romance Doll,6.4,856
Sing On! Spain,4.4,53
The Kissing Booth 2,5.7,35660
Sinatra: All or Nothing at All,5.5,21805
The Larva Island Movie,5.1,746
The Letter Reader,6.7,134
Norsemen,3.5,885
The Remix: Hip Hop X Fashion,7.5,99
Ip Man 4: The Finale,7,35467
Jack Whitehall: I'm Only Joking,6.6,1731
Street Food: Latin America,7.8,1555
Killer Women with Piers Morgan,6.6,770
Funan,6.9,1081
Gigantosaurus,5.7,18
Cursed,5,34322
Father Soldier Son,7.3,1023
In The Dark,7.9,114354
The Millions,5.8,60
Fatal Affair,4.6,6570
MILF,4.8,7016
Cold Feet,6.2,1184
Dark Desire,8.4,8
Sunny Bunnies,6.8,773
Sylvia,6.3,11139
The Business of Drugs,6.3,3808
Urzila Carlson: Overqualified Loser,6.3,429
We Are One,5.4,94
Hole in the Wall,4.2,66
Dating Around: Brazil,5.3,13
Down to Earth with Zac Efron,8,7798
The Claudia Kishi Club,6.9,148
The Epic Tales of Captain Underpants in Space,6.2,31225
The Old Guard,6.7,177717
The Twelve,6.4,6932
Your Excellency,6.7,56
Japan Sinks: 2020,6.7,17
The Protector,7,38485
Was It Love?,7.6,177
Born Racer,6.2,282
Mucho Mucho Amor: The Legend of Walter Mercado,7.3,3443
Stateless,7.9,68
The Long Dumb Road,6.1,3505
Dr. Seuss' The Lorax,6.1,12
Jim Jefferies: Intolerant,7.2,3301
A Kid from Coney Island,7,620
Aiyyaa,4.4,1995
Blood Money,4.5,2475
Bombay Talkies,6.6,5675
Boss,6.8,75533
Budhia Singh: Born to Run,7.6,1572
Chashme Baddoor,5.4,5286
Dharam Sankat Mein,6.3,2390
Drishyam,8.2,90900
Gabbar Is Back,7.1,26039
Gollu Aur Pappu,3.8,127
Hook,6.8,266853
Inkaar,6.1,2665
Madras Café,7.6,25129
Mary Kom,6.8,11227
Michael,5.7,44484
Oh My God,6.1,475
One by Two,3.9,764
Only,7.6,74667
Penalty,5.3,932
Players,4.3,4852
Pyaar Ka Punchnama 2,7.3,15829
Queen,7.1,13280
Shaitan,7.2,8734
Special 26,8,58065
Tanu Weds Manu,6.8,16255
What the Fish,5,232
Little Singham,7.5,46
Cable Girls,6.8,451
Desperados,5.2,10976
Hunter in the Blue Side of Manchester,5.8,54
I Am Not Your Negro,7.9,23014
JU-ON: Origins,7.3,130792
Southern Survival,5.4,502
The Baby-Sitters Club,5.7,6066
The Perfect Picture: Ten Years Later,6.3,51
Supermarket Sweep,7.4,954
Thiago Ventura: POKAS,7.2,26
21 Again,5.8,9284
A Touch of Green,6.5,3437
Adú,6.8,5293
Ali Baba ve 7 Cüceler,5.6,20818
David Foster: Off the Record,7,657
Double Jeopardy,6.5,92495
Say I Do,5.8,89
Stardust,7.6,280011
The F**k-It List,5.2,7499
The Silence of Others,8.6,1496391
Total Recall,7.5,345642
Trotro,8.1,362320
Under the Riccione Sun,5.6,3024
George Lopez: We'll Do It For Half,5.7,478
The Mirror Boy,4.8,149
Skin,6.8,17732
Dark,7.6,207914
Ride Like a Girl,7,4449
All For Love,5.8,83
Kasanova,6.8,57
Ordinary People,7.7,55183
Thackeray (Hindi),5.4,3628
Twogether,4.6,225
Krishna and His Leela,5.7,1664
Prem Ratan Dhan Payo,4.4,23090
Vivah,6.6,10526
Athlete A,7.6,12038
Bulbbul,6.5,13389
Crazy Delicious,6.8,1126
Nobody Knows I'm Here,6.5,4747
Eric Andre: Legalize Everything,6.2,2663
Kappela,7.5,3575
The Royal Hibiscus Hotel,5.4,312
It's Okay to Not Be Okay,9.3,6
Elevator Baby,6.5,105
Babies,7,7376
Chaman Bahaar,6.9,10831
Destiny,7.8,15721
Disclosure,6.1,53149
Feel the Beat,6.3,12667
Floor Is Lava,6.1,79
Lost Bullet,6.3,13577
Most Beautiful Thing,7.5,318
One-Way to Tomorrow,5.6,5337
The Emigrant,8,7170
The Politician,6.4,326
Wasp Network,5.9,11594
A Whisker Away,6.7,12711
Alexandria ... Why?,7.2,1973
Alexandria: Again and Forever,6.5,770
An Egyptian Story,7.3,1261
Cairo Station,7.5,5172
Lola Igna,7.3,281
One Take,6.8,37
Saladin,7.5,2823
Stray Bullet,6.3,403
The Blazing Sun,7.2,1502
The Land,7.6,249
The Nut Job,5.7,29691
The Order,5.1,18283
An Evening with Beverly Luff Linn,5.8,6475
Riding Faith,4.4,254
Last Flight to Abuja,4.4,381
The Darkness,6.8,64737
The Show Must Go On: The Queen + Adam Lambert Story,7.8,2300
Underdogs,5.8,1107
Wira,6.3,573
4th Republic,6.4,56
Alexa & Katie,5.6,174146
Asura Guru,3.2,357
How to Get Away with Murder,8.1,161423
Milea,6.2,656
Axone,6.9,2331
Da 5 Bloods,6.5,54119
F is for Family,8,40098
Frank Elstner: Just One Last Question,7.5,90
Jo Koy: In His Elements,5.4,648
Okko's Inn,7,2211
ONE PIECE,6.7,16073
The Search,7.8,94048
The Woods,7,438001
From A to B,5.8,1344
Menahi,6.6,72
DC's Legends of Tomorrow,7.8,5
Lenox Hill,8.7,2809
Middle Men,6.8,38152
My Mister,7.2,5803
Reality Z,7.4,423
The Witch: Part 1 - The Subversion,7.1,16077
Before I Fall,6.4,55393
365 Days,3.3,95369
Forensic,6.3,3200
Project Papa,6.1,42
Queen of the South,8,32875
The Night Clerk,5.6,17772
13 Reasons Why,7.6,152
Before the Summer Crowds,5.4,595
Big Stone Gap,5.7,3258
Choked: Paisa Bolta Hai,5.7,5682
Merry Men 2: Another Mission,6.7,82
Queer Eye,8.5,20629
The Last Days of American Crime,3.8,12219
BAKI,7.6,195
Hot Sweet Sour,6,2725
Overnight Republic,5.8,5235
Can’t Complain,7.5,4431
Lady Bird,7.4,314203
Spelling the Dream,6.9,783
Alone,6.2,24992
Andaleeb El Dokki,5.1,1460
Let's Dance,6.1,89
Life's Speed Bump,6.6,3042
Mr. Romantic,5.6,407
My Horrible Grandma,5.3,883
Sorry To Disturb,8.1,6667
The Student Cop,6.4,2405
What's Up?,7.7,25810
X Large,7.3,3807
122,5.6,5759
Cardcaptor Sakura,7.2,1758
Chippa,6.5,1171
Cook Off,4.2,1156
Dear My Friends,5.8,7177
Kalek Shanab,5,48
Megalobox,5.6,198355
Midnight Diner,7.5,2425
Mirai,7,17419
My Shy Boss,7.1,1968
Revolutionary Love,6.6,18
The Stolen,5.3,1538
High Strung Free Dance,6.8,2175
Freej Al Taibeen,5.4,15
Kenny Sebastian: The Most Interesting Person in the Room,6,1044
Space Force,2.4,328
"Can't Cope, Won't Cope",6.1,8271
Dorohedoro,7.2,518
Grandmother's Farm,2.8,106
Grandmother's Farm Part 2,5.3,75
Intuition,5.5,3025
Mako Mermaids: An H2O Adventure,6.7,4494
I'm No Longer Here,7.3,9038
Hannah Gadsby: Douglas,7.7,4481
Ne Zha,7.4,8237
Supergirl,4.4,23471
Uncut Gems,7.4,304715
Betaal,5.4,9498
One Day We'll Talk About Today,7.3,1377
Si Doel the Movie 3,6.6,141
History 101,6.8,4741
Living in Bondage: Breaking Free,5.1,157
Modest Heroes: Ponoc Short Films Theatre,6.6,3000
The Lovebirds,6.1,27293
Trailer Park Boys: The Animated Series,7.1,13396
Fifty Year Old Teenager,5.7,346
Mujeres arriba,3.9,497
Mystic Pop-up Bar,8,2622
Raya and Sakina,8.2,111
The Married Couples,8,665
The School of Mischief,6.2,375
Anchor Baby,6.4,98
Ben Platt Live from Radio City Music Hall,8.9,132
Especial 20 años Fútbol de Primera,7.3,24
Honeytrap,5.8,802
I Will Follow,6.2,925
Mutiny of the Worker Bees,4.1,502
What Are the Odds?,5.3,876
Either Me Or My Auntie,5.4,1746
Escaping Tel Aviv,7.3,6058
Game Over,5.4,32453
Karkar,3.3,531
My Sleeping Lover,3.5,490
Omar & Salma 2,7.5,15006
Tarek's Situation,6.9,3634
The Beach Loafer,4.8,853
Wadjda,7.5,21115
Zaki Chan,6.6,3723
Light in the Dark,6,46
Patriot Act with Hasan Minhaj,8.3,7830
The End,5.2,345
Boys Over Flowers,7.8,13576
Iris,7,18872
Avatar: The Last Airbender,4.4,41
Heaven Without People,7.4,1356
"I love you, stupid",7,213898
Inhuman Resources,5.8,2848
Madam Secretary,9.4,27
Magic for Humans,7.2,3627
Parasyte: The Maxim,8.3,44703
She-Ra and the Princesses of Power,8.1,18258
Sleepless Society: Two Pillows & A Lost Soul,5.8,50
The Wiggles,6.3,517
Dilan 1990,7,3535
Dilan 1991,6.5,1214
Malang,6.5,11555
Match,7.6,224509
Rencor tatuado,4.9,130
The Delivery Boy,6.2,98
Wedy Atkalam,5.9,27
Fire in the Blood,7.7,780
The Wrong Missy,5.7,43662
Ali & Alia,6.7,103732
True: Terrific Tales,7.4,26
Andaz Apna Apna,8,54604
Bordertown,6,11213
Have a Good Trip: Adventures in Psychedelics,6.8,8408
John Henry,3.6,2494
18 Presents,6.9,4106
Dead to Me,6,67730
Restaurants on the Edge,6.9,4642
The Eddy,6.8,2104
The Hollow,5.5,10520
Aerials,1.5,426
In Paradox,4.9,176
Si Doel the Movie,6.8,431
Becoming,7,64078
"Sí, Mi Amor",3.9,209
Jerry Seinfeld: 23 Hours To Kill,6.7,5454
Arctic Dogs,4.8,2174
Luccas Neto em: Acampamento de Férias 2,2.9,81
One Day: Justice Delivered,5.1,2714
Bennett's War,6,998
Hangar 1: The UFO Files,5.1,9
Lady Driver,5.8,1810
Mike Birbiglia: My Girlfriend's Boyfriend,7.5,5505
Roped,5.5,1654
The Stand at Paxton County,6.4,1212
The Universe: Ancient Mysteries Solved,7.2,216
WWII in HD,8.7,2348
All Day and a Night,6,4159
Cracked Up: The Darrell Hammond Story,7.3,808
Get In,5.6,3157
Hollywood,5.3,38678
Madagascar: Escape 2 Africa,6.6,240664
Material,3.9,22591
Monthly Girls' Nozaki Kun,7.5,3896
Mrs. Serial Killer,4.1,19015
Psycho,8.5,699724
Reckoning,7.9,141146
The Half Of It,6.9,41682
The Heartbreak Kid,5.8,95233
Thomas & Friends: Marvelous Machinery: A New Arrival,4.2,4639
Thomas & Friends: Marvelous Machinery: World of Tomorrow,4.2,4639
Thomas & Friends: Thomas and the Royal Engine,4.2,4639
What a Girl Wants,5.8,65382
DRIFTING DRAGONS,6.1,684
El señor de los Cielos,8,29
Good Witch,3.6,200
Rich in Love,6.2,893
The Forest of Love: Deep Cut,6.3,2838
The Victims' Game,7.3,1721
A Secret Love,7.8,4781
Ekşi Elmalar,7.1,7709
Extracurricular,5,1085
Love Is War,7.3,36
Murder to Mercy: The Cyntoia Brown Story,6.4,2982
Nadiya’s Time to Eat,5.2,36
R.K.Nagar,5.3,156
Tjovitjo,7.5,142
Beynelmilel,7.2,8088
Bir Baba Hindu,2.6,2612
Boushkash,5.4,1014
Cinar Agaci,6.2,1574
Görümce,5,3419
İstanbul Kırmızısı,5.5,5565
Lembi 8 Giga,5,1179
Neseli Hayat,6.1,7463
The Reliant,3.3,1790
5Gang,1.9,3203
Love Aaj Kal,4.7,10190
The Lift Boy,7.2,2954
"Coronavirus, Explained",7.6,2391
The Last Kingdom,6.9,31696
Bheeshma,6.6,4552
Bittersweet,8,7525
My Secret Romance,7.1,4285
No Direction Home: Bob Dylan,7.3,35
She Made Me a Criminal,6.5,3043
The Artist,7.9,246238
The Dealer,5.7,794
The International Player,6.4,603
The Promise,6.1,177651
دفعة القاهرة,5.9,170
After Life,7.6,13198
DreamWorks Spooky Stories: Volume 2,6.6,662
Kolaiyuthir Kaalam,2.6,449
Love 101,5,153
"Yours Sincerely, Kanan Gill",7.1,1051
Ghost in the Shell: SAC_2045,6.3,223519
My Stupid Boss,7.1,1697
My Stupid Boss 2,6.6,513
The House of Flowers,5.6,967
This Earth of Mankind,6.9,837
Time to Hunt,6.3,6480
Absurd Planet,4,1628
Circus of Books,7.1,4902
The Plagues of Breslau,6,5469
The Set Up,7.8,9758
The Silence of the Marsh,8.6,1496391
The Willoughbys,6.4,20822
Win the Wilderness,6.8,3374
Bleach,6.3,12518
Middleditch & Schwartz,8.6,5812
Nicky Jam: El Ganador,7.7,1261
Cooked with Cannabis,6.6,437
The Midnight Gospel,8.2,23374
Varane Avashyamund,6.9,3141
The King: Eternal Monarch,8.1,14646
Babamın Ceketi,4.9,910
Earth and Blood,5.2,2809
El Dragón: Return of a Warrior,6.8,2034
Hasmukh,6.5,38
Rising High,6,5489
Sergio,6.2,10646
Alelí,6.3,402
Fary : Hexagone,6.4,20
Fauda,6.4,20729
"Hail, Caesar!",6.3,140493
Jem and the Holograms,4.2,8203
Maurício Meirelles: Generating Chaos,6.8,150
Puerto Ricans in Paris,5.4,1939
Stunt School,4.4,1218
The Innocence Files,6.8,1152
World Famous Lover,5,3618
Chris D'Elia: No Pain,5.9,1874
New Money,5.3,81
Moms at War,6.4,61
Surviving R. Kelly: The Impact,3.7,30
Code 8,6.1,42925
Brews Brothers,5.1,2068
LA Originals,7.2,1956
Love Wedding Repeat,5.6,21701
School Life,6.5,3153
The Main Event,4.8,2578
The Trial,7.6,23159
Tigertail,6.6,3788
Hi Score Girl,8,2269
The Circle France,6,122
Born Beautiful,5.4,140
The Last Airbender,4,168967
Tiffany Haddish: She Ready! From the Hood To Hollywood!,6.6,595
Mine 9,6,11840
The Florida Project,7.6,123001
Dark Light,4.4,3038
The Killing of a Sacred Deer,7,169567
Angel Has Fallen,6.4,106135
El Reemplazante,8.5,878
Coffee & Kareem,7,66272
Legacies,8.7,16
Money Heist: The Phenomenon,7.5,3662
Sol Levante,4.8,624
Violet Evergarden: Eternity and the Auto Memory Doll,7.4,5959
Agneepath,6.9,25885
Brothers,7.1,139848
Chhota Bheem and the Curse of Damyaan,6.4,315
Community,4.2,606
David Batra: Elefanten i rummet,6,216
Dostana,6.4,15823
Duniya,6.4,276
Duplicate,5.5,8168
Friendship,6.4,1073
Gori Tere Pyaar Mein,4.9,4047
Gumrah,6.1,920
Hasee Toh Phasee,6.8,15957
How to Fix a Drug Scandal,7,3619
Humpty Sharma Ki Dulhania,6,13735
Kabhi Alvida Naa Kehna,6,21138
Kabhi Khushi Kabhie Gham,7.4,53539
Kal Ho Naa Ho,7.9,73093
Kapoor & Sons,7.7,27794
Kuch Kuch Hota Hai,7.5,55581
Magnificent,7,7318
Man Like Mobeen,8,3468
Mighty Raju Rio Calling,5.5,55
Muqaddar ka Faisla,4.7,78
Pokémon the Series,7.2,945
Saint Seiya,5.4,4607
SETHUM AAYIRAM PON,7.1,374
Sunderland 'Til I Die,8.1,8895
The Iliza Shlesinger Sketch Show,5.1,992
The Little Vampire,5.7,11087
The Runaways,6.5,50409
The Windsors,7.2,3275
Ungli,5.8,4132
Well-Intended Love,7.4,223067
Wildling,5.5,14118
A truthful Mother,8.6,118
Akbar Birbal,7.5,18
Bal Ganesh,6.6,214
Dave Chappelle: The Kennedy Center Mark Twain Prize for American Humor,7.5,2355
Greater,7.3,6965
Indian Horse,7.3,2499
Paharganj,3.9,2414
Pretty Little Stalker,3.6,781
Through My Father's Eyes: The Ronda Rousey Story,6.2,765
Tree House Tales,6,51
Kannum Kannum Kollaiyadithaal,7.6,7627
Rugal,6.5,351197
Rogue Warfare,2.9,1508
Dragons: Rescue Riders: Hunt for the Golden Dragon,5.1,179
